"State","Year","South","StCode","StYear","PresElect","PresDemPct","LagPresDemPct","UnemPct","RepPct","IndPct","DemPct","LibPct","ModPct","ConsPct","NAME","PARTY","ELECYR","ELECTP","PresApprov","NEGPCT"
"Kansas",1995,0,16,"KS1995","0",NA,0.465,4.4,41.3,33.5,25.2,17.8,43.6,38.6,"Clinton",1,1992,1,36,"64"
"Kansas",1996,0,16,"KS1996","1",0.399,0.465,4.4,40.1,27,32.8,12.1,48.4,39.4,"Clinton",1,1992,1,39,"61"
"Kansas",1998,0,16,"KS1998","0",NA,0.399,3.8,40.2,27.1,32.7,23.2,45.9,30.9,"Clinton",1,1996,2,48,"52"
"Kansas",2005,0,16,"KS2005","0",NA,0.3713,5.1,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,46,"50"
"Kansas",2006,0,16,"KS2006","0",NA,0.3713,4.3,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,45,"52"
"Kansas",2007,0,16,"KS2007","0",NA,0.3713,4.1,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,40,"56"
"Kansas",2008,0,16,"KS2008","1",0.423877241810906,0.3713,4.4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,41,"56"
"Kentucky",1984,1,17,"KY1984","1",0.396,0.492,9.1,25.8,28.2,46.1,19.3,45.3,35.4,"Reagan",2,1980,2,52,"43"
"Kentucky",1985,1,17,"KY1985","0",NA,0.396,9.1,22,22.9,55,22.3,43.7,34.1,"Reagan",2,1984,2,49,"49"
"Kentucky",1986,1,17,"KY1986","0",NA,0.396,9.2,31.5,13.9,54.6,13.7,56.9,29.4,"Reagan",2,1984,2,67,"32"
"Kentucky",1987,1,17,"KY1987","0",NA,0.396,8.3,36.4,15.1,48.5,28.7,37.5,33.8,"Reagan",2,1984,2,44,"55"
"Kentucky",1988,1,17,"KY1988","1",0.441,0.396,7.6,35.5,17.9,46.6,17.6,41.7,40.7,"Reagan",2,1984,2,71,"24"
"Kentucky",1989,1,17,"KY1989","0",NA,0.441,6.5,32.9,15.6,51.5,19.2,39.8,41.1,"Bush",2,1988,1,50,"4"
"Kentucky",1990,1,17,"KY1990","0",NA,0.441,6.1,23.6,25.4,51,20.2,48,31.7,"Bush",2,1988,1,52,"46"
"Kentucky",1991,1,17,"KY1991","0",NA,0.441,7.4,27.6,24.3,48.1,31.4,28.4,40.2,"Bush",2,1988,1,54,"44"
"Kentucky",1992,1,17,"KY1992","1",0.519,0.441,7,22,24.3,53.7,17.5,43.9,38.6,"Bush",2,1988,1,38,"60"
"Kentucky",1993,1,17,"KY1993","0",NA,0.519,6.4,37.3,15.6,47.1,19.6,39.1,41.3,"Clinton",1,1992,1,36,"61"
"Kentucky",1994,1,17,"KY1994","0",NA,0.519,5.5,34.4,22.7,42.9,19.8,45.3,34.8,"Clinton",1,1992,1,31,"66"
"Kentucky",1995,1,17,"KY1995","0",NA,0.519,5.6,39.2,19.5,41.2,17.6,43.4,38.9,"Clinton",1,1992,1,42,"58"
"Kentucky",1996,1,17,"KY1996","1",0.505,0.519,5.5,31.3,19.4,49.3,17.8,42.8,39.4,"Clinton",1,1992,1,39,"61"
"Kentucky",1997,1,17,"KY1997","0",NA,0.505,5.4,32.8,21.7,45.5,18.8,41.7,39.5,"Clinton",1,1996,2,47,"53"
"Kentucky",1998,1,17,"KY1998","0",NA,0.505,4.6,28.2,24.7,47.1,17.2,46.7,36.1,"Clinton",1,1996,2,59,"40"
"Kentucky",2001,1,17,"KY2001","0",NA,0.4227,5.2,31.4,23.5,45.1,17.5,53.6,28.9,"GW Bush",2,2000,1,91,"6"
"Kentucky",2003,1,17,"KY2003","0",NA,0.4227,6.3,36.8,25.9,37.3,15.9,40.8,43.3,"GW Bush",2,2000,1,65,"33"
"Kentucky",2004,1,17,"KY2004","1",0.399923800845261,0.4227,5.6,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,63,"35"
"Kentucky",2005,1,17,"KY2005","0",NA,0.3999,6.1,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,42,"54"
"Kentucky",2006,1,17,"KY2006","0",NA,0.3999,5.9,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,47,"49"
"Kentucky",2007,1,17,"KY2007","0",NA,0.3999,5.5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,35,"62"
"Kentucky",2008,1,17,"KY2008","1",0.417665724122954,0.3999,6.4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,37,"61"
"Louisiana",1990,1,18,"LA1990","0",NA,0.4481,5.9,30.1,22,47.9,23,37.1,39.9,"Bush",2,1988,1,74,"16"
"Louisiana",1991,1,18,"LA1991","0",NA,0.4481,6.9,28.1,16.7,55.2,18.3,41.9,39.8,"Bush",2,1988,1,76,"17"
"Louisiana",1992,1,18,"LA1992","1",0.526632004621606,0.4481,7.9,22.3,23.5,54.2,20.8,38.5,40.7,"Bush",2,1988,1,43,"52"
"Louisiana",1993,1,18,"LA1993","0",NA,0.5266,7.4,29.6,24.6,45.8,15.7,40.3,44,"Clinton",1,1992,1,33,"66"
"Louisiana",1995,1,18,"LA1995","0",NA,0.5266,6.7,25,22.1,52.9,18.4,41.2,40.4,"Clinton",1,1992,1,38,"62"
"Louisiana",1996,1,18,"LA1996","1",0.56563349646547,0.5266,6.3,25.8,22.4,51.8,15.2,43.7,41.1,"Clinton",1,1992,1,60,"32"
"Louisiana",1999,1,18,"LA1999","0",NA,0.5656,4.7,24.8,27.9,47.3,19.9,39.9,40.2,"Clinton",1,1996,2,65,"32"
"Louisiana",2002,1,18,"LA2002","0",NA,0.4606,5.9,30.5,21.6,47.9,15.2,41.9,42.9,"GW Bush",2,2000,1,67,"31"
"Louisiana",2003,1,18,"LA2003","0",NA,0.4606,6.2,29.5,28.5,42.1,17.1,43.5,39.4,"GW Bush",2,2000,1,65,"35"
"Louisiana",2005,1,18,"LA2005","0",NA,0.4267,6.7,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,51,"46"
"Louisiana",2006,1,18,"LA2006","0",NA,0.4267,3.9,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,38,"59"
"Louisiana",2008,1,18,"LA2008","1",0.405428258384146,0.4267,4.6,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,49,"48"
"Maine",1994,0,19,"ME1994","0",NA,0.561,6.4,21.9,42.4,35.7,21.5,45,33.5,"Clinton",1,1992,1,48,"48"
"Maine",1996,0,19,"ME1996","1",0.627,0.561,5.2,35.6,41.9,22.6,18.1,46.7,35.2,"Clinton",1,1992,1,58,"25"
"Maine",2003,0,19,"ME2003","0",NA,0.5275,5,28.7,52.1,19.2,20.3,43.8,35.8,"GW Bush",2,2000,1,41,"50"
"Maine",2004,0,19,"ME2004","1",0.545830164103086,0.5275,4.6,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,46,"54"
"Maine",2005,0,19,"ME2005","0",NA,0.5458,4.9,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,35,"62"
"Maine",2006,0,19,"ME2006","0",NA,0.5458,4.6,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,31,"68"
"Maine",2007,0,19,"ME2007","0",NA,0.5458,4.6,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,29,"64"
"Maine",2008,0,19,"ME2008","1",0.588295249834076,0.5458,5.4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,15,"71"
"Maryland",1989,0,20,"MD1989","0",NA,0.485,3.7,31,24.5,44.5,26.3,42.8,30.9,"Bush",2,1988,1,47,"45"
"Maryland",1994,0,20,"MD1994","0",NA,0.583,5.2,25.4,27.8,46.7,27.3,41.6,31.1,"Clinton",1,1992,1,38,"62"
"Maryland",1995,0,20,"MD1995","0",NA,0.583,5.1,27.6,23.7,48.7,22.9,46.5,30.6,"Clinton",1,1992,1,41,"59"
"Maryland",1996,0,20,"MD1996","1",0.586,0.583,4.9,25.1,25.7,49.2,16.2,53.2,30.6,"Clinton",1,1992,1,44,"56"
"Maryland",1998,0,20,"MD1998","0",NA,0.586,4.3,24.9,22.5,52.6,24.3,46.8,28.8,"Clinton",1,1996,2,61,""
"Maryland",1999,0,20,"MD1999","0",NA,0.586,3.6,25.6,19.4,55.1,24.2,47.1,28.7,"Clinton",1,1996,2,64,"33"
"Maryland",2000,0,20,"MD2000","1",0.584708246005902,0.586,3.6,27.1,23.9,48.9,31.6,37.5,31,"Clinton",1,1996,2,63,"34"
"Maryland",2002,0,20,"MD2002","0",NA,0.5847,4.5,28.5,32.2,39.3,24.3,47.8,27.9,"GW Bush",2,2000,1,63,"28"
"Maryland",2003,0,20,"MD2003","0",NA,0.5847,4.5,30.3,23,46.8,19.8,39.3,40.9,"GW Bush",2,2000,1,47,"46"
"Maryland",2004,0,20,"MD2004","1",0.565655842075012,0.5847,4.3,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,43,"51"
"Maryland",2005,0,20,"MD2005","0",NA,0.5657,4.1,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,41,"57"
"Maryland",2006,0,20,"MD2006","0",NA,0.5657,3.8,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,37,"60"
"Maryland",2007,0,20,"MD2007","0",NA,0.5657,3.5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,25,"68"
"Maryland",2008,0,20,"MD2008","1",0.629300872928855,0.5657,4.4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,24,"72"
"Massachusetts",1994,0,21,"MA1994","0",NA,0.621,6.2,14.6,51.9,33.6,30.1,42.6,27.2,"Clinton",1,1992,1,58,"38"
"Massachusetts",1996,0,21,"MA1996","1",0.686,0.621,4.6,15.6,51.6,32.8,24.2,51.6,24.2,"Clinton",1,1992,1,55,"45"
"Massachusetts",1998,0,21,"MA1998","0",NA,0.686,3.4,15.3,51.5,33.2,24.8,49.4,25.8,"Clinton",1,1996,2,71,"23"
"Massachusetts",1999,0,21,"MA1999","0",NA,0.686,3.3,12.7,55.7,31.7,32.3,44.4,23.4,"Clinton",1,1996,2,63,"31"
"Massachusetts",2000,0,21,"MA2000","1",0.647893437606338,0.686,2.7,16.3,50.7,33,28.3,42.9,28.9,"Clinton",1,1996,2,69,"27"
"Massachusetts",2002,0,21,"MA2002","0",NA,0.6479,5.3,17.9,51.6,30.5,24.2,48.1,27.7,"GW Bush",2,2000,1,59,"40"
"Massachusetts",2003,0,21,"MA2003","0",NA,0.6479,5.8,17.6,50.1,32.4,27.6,43.3,29.1,"GW Bush",2,2000,1,38,"54"
"Massachusetts",2004,0,21,"MA2004","1",0.627428555129919,0.6479,5.2,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,39,"53"
"Massachusetts",2005,0,21,"MA2005","0",NA,0.6274,4.8,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,31,"67"
"Massachusetts",2006,0,21,"MA2006","0",NA,0.6274,4.8,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,33,"64"
"Massachusetts",2007,0,21,"MA2007","0",NA,0.6274,4.5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,20,"77"
"Massachusetts",2008,0,21,"MA2008","1",0.631970904282577,0.6274,5.3,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,25,"73"
"Michigan",1993,0,22,"MI1993","0",NA,0.546,7.4,21.5,42.2,36.3,24.8,42.8,32.4,"Clinton",1,1992,1,46,"52"
"Michigan",1994,0,22,"MI1994","0",NA,0.546,6.2,28.4,42.1,29.4,20.7,44.6,34.7,"Clinton",1,1992,1,45,"49"
"Michigan",1995,0,22,"MI1995","0",NA,0.546,5.3,27.6,34.8,37.6,22.4,40.5,37.1,"Clinton",1,1992,1,47,"51"
"Michigan",1996,0,22,"MI1996","1",0.573,0.546,4.9,29.3,31.1,39.6,19.1,49.3,31.7,"Clinton",1,1992,1,44,"56"
"Michigan",1997,0,22,"MI1997","0",NA,0.573,4.3,29.7,33,37.3,22.1,42.2,35.7,"Clinton",1,1996,2,62,""
"Michigan",1998,0,22,"MI1998","0",NA,0.573,4,28.4,34.7,36.9,19.6,48.2,32.3,"Clinton",1,1996,2,64,"35"
"Michigan",1999,0,22,"MI1999","0",NA,0.573,3.8,29.5,33.3,37.2,20.1,45.4,34.6,"Clinton",1,1996,2,65,"34"
"Michigan",2000,0,22,"MI2000","1",0.526346064817341,0.573,3.7,32.3,29.8,37.9,22.9,44,33.1,"Clinton",1,1996,2,58,"40"
"Michigan",2001,0,22,"MI2001","0",NA,0.5263,5.2,29,32.2,38.8,20.2,45.5,34.2,"GW Bush",2,2000,1,80,"19"
"Michigan",2002,0,22,"MI2002","0",NA,0.5263,6.2,32.7,29,38.4,24.3,48.4,27.4,"GW Bush",2,2000,1,62,"37"
"Michigan",2003,0,22,"MI2003","0",NA,0.5263,7.1,30.9,36.6,32.5,20.5,46.7,32.8,"GW Bush",2,2000,1,59,"41"
"Michigan",2004,0,22,"MI2004","1",0.517258444679652,0.5263,7.1,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,54,""
"Michigan",2005,0,22,"MI2005","0",NA,0.5173,6.8,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,35,"62"
"Michigan",2006,0,22,"MI2006","0",NA,0.5173,6.9,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,32,"66"
"Michigan",2007,0,22,"MI2007","0",NA,0.5173,7.1,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,21,"68"
"Michigan",2008,0,22,"MI2008","1",0.583713015761545,0.5173,8.4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,37,"58"
"Minnesota",1990,0,23,"MN1990","0",NA,0.536,4.8,23.9,31.7,44.4,21,35.6,43.4,"Bush",2,1988,1,62,"34"
"Minnesota",1991,0,23,"MN1991","0",NA,0.536,5.2,24.3,38.2,37.5,22,48.7,29.3,"Bush",2,1988,1,73,"22"
"Minnesota",1994,0,23,"MN1994","0",NA,0.577,4.1,26.8,33.8,39.5,18.2,49,32.8,"Clinton",1,1992,1,50,"46"
"Minnesota",1995,0,23,"MN1995","0",NA,0.577,3.7,26.5,38.9,34.7,18.9,53,28,"Clinton",1,1992,1,41,"59"
"Minnesota",1996,0,23,"MN1996","1",0.594,0.577,3.9,30.6,32.8,36.6,17.7,48.9,33.4,"Clinton",1,1992,1,48,"52"
"Minnesota",1998,0,23,"MN1998","0",NA,0.594,2.7,27.2,37.8,35,22.1,47.1,30.9,"Clinton",1,1996,2,70,"30"
"Minnesota",1999,0,23,"MN1999","0",NA,0.594,2.8,24.1,40.5,35.4,18.9,48.4,32.7,"Clinton",1,1996,2,71,"26"
"Minnesota",2000,0,23,"MN2000","1",0.512864119758113,0.594,3.1,28.2,38.6,33.2,26.5,43.3,30.2,"Clinton",1,1996,2,64,"34"
"Minnesota",2001,0,23,"MN2001","0",NA,0.5129,3.8,21.8,37.8,40.4,18.1,53.8,28.2,"GW Bush",2,2000,1,53,"46"
"Minnesota",2002,0,23,"MN2002","0",NA,0.5129,4.5,31.8,36.1,32,17.1,47.4,35.5,"GW Bush",2,2000,1,64,"30"
"Minnesota",2003,0,23,"MN2003","0",NA,0.5129,4.9,24.7,34.7,40.6,20,50.9,29.1,"GW Bush",2,2000,1,61,"38"
"Minnesota",2004,0,23,"MN2004","1",0.51760910610669,0.5129,4.6,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,44,"56"
"Minnesota",2005,0,23,"MN2005","0",NA,0.5176,4.2,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,34,"66"
"Minnesota",2006,0,23,"MN2006","0",NA,0.5176,4.1,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,33,"65"
"Minnesota",2007,0,23,"MN2007","0",NA,0.5176,4.6,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,29,"71"
"Minnesota",2008,0,23,"MN2008","1",0.552293749953927,0.5176,5.4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,24,"70"
"Mississippi",1981,1,24,"MS1981","0",NA,0.4932,8.7,27.2,22.1,50.8,22.1,27.8,50.1,"Reagan",2,1980,2,57,"43"
"Mississippi",1982,1,24,"MS1982","0",NA,0.4932,11.5,24.8,25.8,49.4,9.9,46.9,43.1,"Reagan",2,1980,2,46,"54"
"Mississippi",1984,1,24,"MS1984","1",0.377202698620481,0.4932,10.8,25.6,24.7,49.7,18.7,47.5,33.9,"Reagan",2,1980,2,59,"41"
"Mississippi",1986,1,24,"MS1986","0",NA,0.3772,12.1,47.1,16.2,36.7,10.8,50.6,38.6,"Reagan",2,1984,2,58,"42"
"Mississippi",1988,1,24,"MS1988","1",0.394805982215036,0.3772,8.7,34.7,25.7,39.6,14.1,42,43.9,"Reagan",2,1984,2,69,"30"
"Mississippi",1990,1,24,"MS1990","0",NA,0.3948,7.7,32.7,22.1,45.2,17.4,32.1,50.5,"Bush",2,1988,1,64,"34"
"Mississippi",1992,1,24,"MS1992","1",0.450746268656716,0.3948,8.3,38.2,26.9,34.9,14.5,40.8,44.7,"Bush",2,1988,1,51,"47"
"Mississippi",1995,1,24,"MS1995","0",NA,0.4507,6.5,33.8,26.1,40.2,15.8,35,49.2,"Clinton",1,1992,1,30,"69"
"Mississippi",1996,1,24,"MS1996","1",0.472505091649695,0.4507,6.3,34,24.8,41.2,14.6,42.7,42.7,"Clinton",1,1992,1,38,"62"
"Mississippi",2000,1,24,"MS2000","1",0.413954434499593,0.4725,5.7,26.5,30.4,43.1,17.6,31.6,50.8,"Clinton",1,1996,2,46,"52"
"Mississippi",2004,1,24,"MS2004","1",0.400746042947878,0.414,6.3,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,51,"41"
"Mississippi",2005,1,24,"MS2005","0",NA,0.4007,7.8,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,49,"47"
"Mississippi",2006,1,24,"MS2006","0",NA,0.4007,6.8,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,49,"47"
"Mississippi",2008,1,24,"MS2008","1",0.433580690071362,0.4007,6.9,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,33,"65"
"Missouri",1994,0,25,"MO1994","0",NA,0.565,4.9,26.3,40.7,32.9,18.1,42.5,39.4,"Clinton",1,1992,1,35,"65"
"Missouri",1996,0,25,"MO1996","1",0.535,0.565,4.7,24.3,39.3,36.5,12.8,50,37.2,"Clinton",1,1992,1,40,"60"
"Missouri",2000,0,25,"MO2000","1",0.482880513432493,0.535,3.3,32.4,30.1,37.4,18.7,43.8,37.5,"Clinton",1,1996,2,55,"42"
"Missouri",2002,0,25,"MO2002","0",NA,0.4829,5.2,28.3,36.7,35,19.2,41.8,39.1,"GW Bush",2,2000,1,63,"30"
"Missouri",2003,0,25,"MO2003","0",NA,0.4829,5.6,38.8,35.7,25.4,18.8,44.6,36.5,"GW Bush",2,2000,1,60,"39"
"Missouri",2004,0,25,"MO2004","1",0.463802873345602,0.4829,5.8,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,53,"43"
"Missouri",2005,0,25,"MO2005","0",NA,0.4638,5.4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,39,"59"
"Missouri",2006,0,25,"MO2006","0",NA,0.4638,4.8,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,37,"60"
"Missouri",2007,0,25,"MO2007","0",NA,0.4638,5.1,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,36,"63"
"Missouri",2008,0,25,"MO2008","1",0.499324208503234,0.4638,6.1,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,31,"69"
"Montana",1994,0,26,"MT1994","0",NA,0.517,5.5,34.6,38.4,27,20.5,37.3,42.2,"Clinton",1,1992,1,27,"73"
"Montana",1995,0,26,"MT1995","0",NA,0.517,5.4,33.1,40,26.9,19.1,38,42.9,"Clinton",1,1992,1,35,"65"
"Montana",1996,0,26,"MT1996","1",0.483,0.517,5.5,33.6,40.5,25.9,16.4,51.5,32,"Clinton",1,1992,1,44,"56"
"Montana",1997,0,26,"MT1997","0",NA,0.483,5.3,37.6,33.1,29.3,29.7,26.2,44.2,"Clinton",1,1996,2,39,"61"
"Montana",1998,0,26,"MT1998","0",NA,0.483,5.6,29.1,47.1,23.8,21.4,38.8,39.8,"Clinton",1,1996,2,41,"59"
"Montana",1999,0,26,"MT1999","0",NA,0.483,5.3,33.3,34.4,32.2,16.6,41.5,41.9,"Clinton",1,1996,2,41,"52"
"Montana",2000,0,26,"MT2000","1",0.363436380213303,0.483,4.8,45.2,32.2,22.6,20.9,35.2,44,"Clinton",1,1996,2,43,"54"
"Montana",2001,0,26,"MT2001","0",NA,0.3634,4.5,33.2,25.2,41.6,11.5,64.4,24.1,"GW Bush",2,2000,1,84,"16"
"Montana",2002,0,26,"MT2002","0",NA,0.3634,4.5,38.2,37.8,24,27.2,35.8,36.9,"GW Bush",2,2000,1,70,"26"
"Montana",2003,0,26,"MT2003","0",NA,0.3634,4.3,27.5,40.2,32.4,14.8,53.3,31.9,"GW Bush",2,2000,1,60,"39"
"Montana",2004,0,26,"MT2004","1",0.394999238243367,0.3634,4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,56,"38"
"Montana",2005,0,26,"MT2005","0",NA,0.395,3.7,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,50,"45"
"Montana",2006,0,26,"MT2006","0",NA,0.395,3.3,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,43,"54"
"Montana",2007,0,26,"MT2007","0",NA,0.395,3.4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,32,"57"
"Montana",2008,0,26,"MT2008","1",0.487686984944574,0.395,4.5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,28,"60"
"Nebraska",1991,0,27,"NE1991","0",NA,NA,2.6,45,24.4,30.6,26,44.4,29.6,"Bush",2,1988,1,71,"29"
"Nebraska",1994,0,27,"NE1994","0",NA,NA,2.6,45.8,23.1,31.1,13.7,43.9,42.4,"Clinton",1,1992,1,39,"61"
"Nebraska",1995,0,27,"NE1995","0",NA,NA,2.6,45.5,27.6,26.9,14.9,44.8,40.3,"Clinton",1,1992,1,40,"60"
"Nebraska",1996,0,27,"NE1996","1",NA,NA,2.8,42.4,25.2,32.4,19.6,46.9,33.4,"Clinton",1,1992,1,44,"56"
"Nebraska",1998,0,27,"NE1998","0",NA,NA,2.5,44,28.8,27.2,17.1,41.6,41.3,"Clinton",1,1996,2,44,"48"
"Nebraska",2000,0,27,"NE2000","1",NA,NA,2.8,45.2,27.1,27.8,16.3,45.3,38.4,"Clinton",1,1996,2,42,"54"
"Nebraska",2005,0,27,"NE2005","0",NA,NA,3.9,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,60,"37"
"Nebraska",2006,0,27,"NE2006","0",NA,NA,3,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,55,"41"
"Nebraska",2007,0,27,"NE2007","0",NA,NA,2.9,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,41,"53"
"Nebraska",2008,0,27,"NE2008","1",0.423909255778344,NA,3.3,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,21,"74"
"Nevada",1993,0,28,"NV1993","0",NA,0.518,6.8,33.2,32.5,34.3,34.7,31.5,33.8,"Clinton",1,1992,1,39,"60"
"Nevada",1994,0,28,"NV1994","0",NA,0.518,6.1,35.6,37.5,26.9,28.2,37.3,34.5,"Clinton",1,1992,1,33,"61"
"Nevada",1996,0,28,"NV1996","1",0.506,0.518,5.2,37,29.5,33.5,17.6,49.1,33.3,"Clinton",1,1992,1,46,"54"
"Nevada",1997,0,28,"NV1997","0",NA,0.506,4.5,37.9,31.8,30.3,23,38.7,38.3,"Clinton",1,1992,1,38,"62"
"Nevada",1998,0,28,"NV1998","0",NA,0.506,4.4,37.1,26.9,36,20.5,51,28.6,"Clinton",1,1996,2,49,"51"
"Nevada",2000,0,28,"NV2000","1",0.481431615003276,0.506,4.5,40.7,34.9,24.4,21.5,38,40.5,"Clinton",1,1996,2,56,"41"
"Nevada",2004,0,28,"NV2004","1",0.486824042751385,0.4814,4.4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,50,"45"
"Nevada",2005,0,28,"NV2005","0",NA,0.4868,4.5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,37,"60"
"Nevada",2006,0,28,"NV2006","0",NA,0.4868,4.3,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,34,"64"
"Nevada",2007,0,28,"NV2007","0",NA,0.4868,4.7,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,34,"57"
"Nevada",2008,0,28,"NV2008","1",0.563867381251961,0.4868,6.7,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,23,"76"
"NewHampshire",1991,0,29,"NH1991","0",NA,0.431,7.3,36.4,40.2,23.4,26.8,34.2,39,"Bush",2,1988,1,76,"11"
"NewHampshire",1993,0,29,"NH1993","0",NA,0.514,6.3,30.4,46,23.6,23.2,44,32.8,"Clinton",1,1992,1,31,"56"
"NewHampshire",1994,0,29,"NH1994","0",NA,0.514,4.7,24.7,51.2,24.1,21,56.5,22.5,"Clinton",1,1992,1,48,"43"
"NewHampshire",1995,0,29,"NH1995","0",NA,0.514,4,26.3,56,17.6,27.2,43.5,29.4,"Clinton",1,1992,1,44,"45"
"NewHampshire",1996,0,29,"NH1996","1",0.556094260908783,0.514,3.7,29.2,45.8,25,27.4,40.7,32,"Clinton",1,1992,1,50,"50"
"NewHampshire",1997,0,29,"NH1997","0",NA,0.6,3.1,21.9,58.9,19.2,22.4,48.3,29.3,"Clinton",1,1996,2,33,"67"
"NewHampshire",1998,0,29,"NH1998","0",NA,0.6,2.9,23.6,52.4,23.9,20.8,50.7,28.5,"Clinton",1,1996,2,72,"24"
"NewHampshire",1999,0,29,"NH1999","0",NA,0.6,2.8,30.2,41.8,27.9,28.4,40.1,31.5,"Clinton",1,1996,2,60,"39"
"NewHampshire",2000,0,29,"NH2000","1",0.493306630125435,0.6,2.7,30.9,43.6,25.6,23.8,45.2,31,"Clinton",1,1996,2,59,"29"
"NewHampshire",2001,0,29,"NH2001","0",NA,0.5821,3.4,24.3,60.8,14.9,17.8,40.9,41.4,"GW Bush",2,2000,1,92,"6"
"NewHampshire",2002,0,29,"NH2002","0",NA,0.5821,4.5,35.3,43.3,21.4,13.9,53.4,32.7,"GW Bush",2,2000,1,72,"28"
"NewHampshire",2003,0,29,"NH2003","0",NA,0.5821,4.5,36.6,43.4,19.9,18.7,45,36.3,"GW Bush",2,2000,1,63,"32"
"NewHampshire",2004,0,29,"NH2004","1",0.506911512460902,0.5821,3.9,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,46,"34"
"NewHampshire",2005,0,29,"NH2005","0",NA,0.5337,3.6,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,36,"62"
"NewHampshire",2006,0,29,"NH2006","0",NA,0.5337,3.5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,36,"63"
"NewHampshire",2007,0,29,"NH2007","0",NA,0.5337,3.5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,17,"62"
"NewHampshire",2008,0,29,"NH2008","1",0.548685411201095,0.5337,3.8,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,16,"75"
"NewJersey",1983,0,30,"NJ1983","0",NA,0.401,8,27.8,38.4,33.8,30.7,42.3,27,"Reagan",2,1980,2,49,"50"
