"State","Year","South","StCode","StYear","PresElect","PresDemPct","LagPresDemPct","UnemPct","RepPct","IndPct","DemPct","LibPct","ModPct","ConsPct","NAME","PARTY","ELECYR","ELECTP","PresApprov","NEGPCT"
"NewJersey",1984,0,30,"NJ1984","1",0.395,0.401,6.2,24.3,40,35.7,25.9,44.4,29.8,"Reagan",2,1980,2,46,"52"
"NewJersey",1985,0,30,"NJ1985","0",NA,0.397,5.6,30.3,35.7,34,24.9,47.4,27.7,"Reagan",2,1984,2,58,"39"
"NewJersey",1986,0,30,"NJ1986","0",NA,0.397,5,33.6,35.6,30.8,22.1,44.5,33.5,"Reagan",2,1984,2,63,"33"
"NewJersey",1987,0,30,"NJ1987","0",NA,0.397,4.1,32.7,32.5,34.8,24.8,39.8,35.4,"Reagan",2,1984,2,57,"42"
"NewJersey",1988,0,30,"NJ1988","1",0.431,0.397,3.8,31.6,37.5,31,20.6,42.7,36.7,"Reagan",2,1984,2,63,"36"
"NewJersey",1989,0,30,"NJ1989","0",NA,0.475,4.1,39.9,34.9,25.2,26.2,42,31.8,"Bush",2,1988,1,55,"37"
"NewJersey",1990,0,30,"NJ1990","0",NA,0.475,5.1,27.1,39.9,33,31.4,42,26.6,"Bush",2,1988,1,60,"36"
"NewJersey",1991,0,30,"NJ1991","0",NA,0.475,6.8,35.1,34.5,30.5,26.3,43.9,29.9,"Bush",2,1988,1,69,"30"
"NewJersey",1992,0,30,"NJ1992","1",0.514,0.475,8.5,33,37.7,29.3,23.9,47.2,28.9,"Bush",2,1988,1,NA,""
"NewJersey",1993,0,30,"NJ1993","0",NA,0.551,7.6,25.7,38.1,36.2,25.2,44.4,30.4,"Clinton",1,1992,1,28,"70"
"NewJersey",1994,0,30,"NJ1994","0",NA,0.551,6.8,28.6,40.2,31.3,22.5,46,31.4,"Clinton",1,1992,1,40,"58"
"NewJersey",1995,0,30,"NJ1995","0",NA,0.551,6.5,33.2,34.9,31.9,24.3,46.1,29.6,"Clinton",1,1992,1,33,"66"
"NewJersey",1996,0,30,"NJ1996","1",0.6,0.551,6.2,26,38.7,35.3,21.7,49.6,28.8,"Clinton",1,1992,1,57,"39"
"NewJersey",1997,0,30,"NJ1997","0",NA,0.54,5.3,21.9,37.6,40.4,26.4,49.1,24.5,"Clinton",1,1996,2,57,"40"
"NewJersey",1998,0,30,"NJ1998","0",NA,0.54,4.6,26.7,35.7,37.6,25.4,48.4,26.3,"Clinton",1,1996,2,66,"32"
"NewJersey",1999,0,30,"NJ1999","0",NA,0.54,4.5,25.2,35.3,39.5,25.6,45.9,28.5,"Clinton",1,1996,2,61,"38"
"NewJersey",2000,0,30,"NJ2000","1",0.582114094167209,0.54,3.7,24.4,36.1,39.6,22.8,49.1,28.1,"Clinton",1,1996,2,62,"35"
"NewJersey",2001,0,30,"NJ2001","0",NA,0.5003,4.3,28.5,29.3,42.2,26.5,45.7,27.8,"GW Bush",2,2000,1,88,"8"
"NewJersey",2002,0,30,"NJ2002","0",NA,0.5003,5.8,28.3,40.1,31.6,22.7,51.1,26.2,"GW Bush",2,2000,1,64,"30"
"NewJersey",2003,0,30,"NJ2003","0",NA,0.5003,5.9,26.5,36.5,37,20.6,46,33.4,"GW Bush",2,2000,1,44,"55"
"NewJersey",2004,0,30,"NJ2004","1",0.533705363188422,0.5003,4.9,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,43,"47"
"NewJersey",2005,0,30,"NJ2005","0",NA,0.496,4.5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,37,"59"
"NewJersey",2006,0,30,"NJ2006","0",NA,0.496,4.6,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,29,"70"
"NewJersey",2007,0,30,"NJ2007","0",NA,0.496,4.3,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,27,"66"
"NewJersey",2008,0,30,"NJ2008","1",0.57864629871424,0.496,5.5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,26,"70"
"NewMexico",1992,0,31,"NM1992","1",0.551,0.521,7.5,31.1,33.7,35.2,24.6,45.2,30.1,"Bush",2,1988,1,23,"76"
"NewMexico",1993,0,31,"NM1993","0",NA,0.595,7.3,46.3,27.8,26,13.3,43.2,43.4,"Clinton",1,1992,1,41,"53"
"NewMexico",1994,0,31,"NM1994","0",NA,0.595,6.6,35.2,28,36.9,10.7,47.9,41.4,"Clinton",1,1992,1,30,"68"
"NewMexico",1995,0,31,"NM1995","0",NA,0.595,6.8,38.7,27.5,33.8,14.7,39.8,45.5,"Clinton",1,1992,1,25,"75"
"NewMexico",1996,0,31,"NM1996","1",0.54,0.595,7.5,30.8,27.7,41.5,16.5,58,25.5,"Clinton",1,1992,1,40,"59"
"NewMexico",1997,0,31,"NM1997","0",NA,0.66,6.6,45.3,22.2,32.5,13.6,48.9,37.5,"Clinton",1,1996,2,44,"55"
"NewMexico",1998,0,31,"NM1998","0",NA,0.66,6.2,26.7,35.6,37.8,26,42.7,31.4,"Clinton",1,1996,2,49,"51"
"NewMexico",1999,0,31,"NM1999","0",NA,0.66,5.6,22.6,28.8,48.6,28.9,35.7,35.4,"Clinton",1,1996,2,43,""
"NewMexico",2000,0,31,"NM2000","1",0.500319260293091,0.66,5,33.5,27,39.4,25.6,36.9,37.5,"Clinton",1,1996,2,52,"47"
"NewMexico",2003,0,31,"NM2003","0",NA,0.6309,5.9,36,24.7,39.2,21.2,35.8,43.1,"GW Bush",2,2000,1,52,"34"
"NewMexico",2004,0,31,"NM2004","1",0.495996641136451,0.6309,5.8,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,49,"41"
"NewMexico",2005,0,31,"NM2005","0",NA,0.5929,5.2,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,39,"58"
"NewMexico",2006,0,31,"NM2006","0",NA,0.5929,4.2,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,41,"55"
"NewMexico",2007,0,31,"NM2007","0",NA,0.5929,3.5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,30,"68"
"NewMexico",2008,0,31,"NM2008","1",0.576649000187976,0.5929,4.2,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,32,"66"
"NewYork",1991,0,32,"NY1991","0",NA,0.3676,7.3,35.9,30.2,33.9,26.1,43.4,30.5,"Bush",2,1988,1,53,"45"
"NewYork",1993,0,32,"NY1993","0",NA,0.508,7.9,26.8,33.6,39.6,26.3,43,30.7,"Clinton",1,1992,1,33,"66"
"NewYork",1994,0,32,"NY1994","0",NA,0.508,6.9,32.3,29.9,37.8,23.7,41.2,35.2,"Clinton",1,1992,1,48,"50"
"NewYork",1995,0,32,"NY1995","0",NA,0.508,6.4,32,31.6,36.4,24.2,40.8,35,"Clinton",1,1992,1,49,"51"
"NewYork",1996,0,32,"NY1996","1",0.66,0.508,6.3,28.5,30.1,41.5,23.3,43.1,33.6,"Clinton",1,1996,2,56,"44"
"NewYork",1997,0,32,"NY1997","0",NA,0.5561,6.5,28.5,29.7,41.7,28.2,42.5,29.3,"Clinton",1,1996,2,57,"42"
"NewYork",1998,0,32,"NY1998","0",NA,0.5561,5.7,27.4,32.4,40.2,27.2,41.8,31,"Clinton",1,1996,2,65,"33"
"NewYork",1999,0,32,"NY1999","0",NA,0.5561,5.2,27.7,30.5,41.8,27.6,44.2,28.2,"Clinton",1,1996,2,93,"5"
"NewYork",2000,0,32,"NY2000","1",0.630878852342418,0.5561,4.5,25.2,29.6,45.2,28.7,42.2,29.1,"Clinton",1,1996,2,65,"32"
"NewYork",2001,0,32,"NY2001","0",NA,0.4933,4.9,26.4,29,44.7,23.6,45.5,30.9,"GW Bush",2,2000,1,82,"15"
"NewYork",2002,0,32,"NY2002","0",NA,0.4933,6.2,30.3,27.9,41.7,27.2,39.8,33,"GW Bush",2,2000,1,51,"42"
"NewYork",2003,0,32,"NY2003","0",NA,0.4933,6.4,28.2,30.5,41.3,28.9,42.6,28.5,"GW Bush",2,2000,1,43,"56"
"NewYork",2004,0,32,"NY2004","1",0.592877657040199,0.4933,5.8,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,40,"56"
"NewYork",2005,0,32,"NY2005","0",NA,0.5069,5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,27,"66"
"NewYork",2006,0,32,"NY2006","0",NA,0.5069,4.6,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,24,"74"
"NewYork",2007,0,32,"NY2007","0",NA,0.5069,4.5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,26,"72"
"NewYork",2008,0,32,"NY2008","1",0.635766811031269,0.5069,5.4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,24,"75"
"NorthCarolina",1981,0,33,"NC1981","0",NA,0.489,6.6,37,29.4,33.7,23.2,43.3,33.5,"Reagan",2,1980,2,61,"36"
"NorthCarolina",1982,0,33,"NC1982","0",NA,0.489,9.5,24.6,32.3,43.1,14.7,42.4,42.9,"Reagan",2,1980,2,46,"52"
"NorthCarolina",1983,0,33,"NC1983","0",NA,0.489,8.9,28.6,25.1,46.3,10.6,44,45.4,"Reagan",2,1980,2,56,"42"
"NorthCarolina",1984,0,33,"NC1984","1",0.38,0.489,6.8,28.2,20.6,51.2,21.5,48.2,30.3,"Reagan",2,1980,2,63,"36"
"NorthCarolina",1988,0,33,"NC1988","1",0.418,0.38,3.7,30.7,22.5,46.8,12.7,47.7,39.6,"Reagan",2,1984,2,92,"8"
"NorthCarolina",1991,0,33,"NC1991","0",NA,0.418,5.9,34.3,22.8,42.9,18.5,42.8,38.7,"Bush",2,1988,1,39,"39"
"NorthCarolina",1992,0,33,"NC1992","1",0.495,0.418,6.2,30.5,25,44.5,16.2,44.6,39.2,"Bush",2,1988,1,44,"43"
"NorthCarolina",1993,0,33,"NC1993","0",NA,0.495,5.2,31.3,26.4,42.3,15.6,43.2,41.2,"Clinton",1,1992,1,35,"48"
"NorthCarolina",1994,0,33,"NC1994","0",NA,0.495,4.4,33.6,24.9,41.5,17.2,42.4,40.4,"Clinton",1,1992,1,41,"44"
"NorthCarolina",1995,0,33,"NC1995","0",NA,0.495,4.4,38.7,24.6,36.7,16.9,40.5,42.6,"Clinton",1,1992,1,35,"65"
"NorthCarolina",1996,0,33,"NC1996","1",0.475,0.495,4.4,32.5,22.5,44.9,16.1,46.1,37.8,"Clinton",1,1992,1,37,"63"
"NorthCarolina",1998,0,33,"NC1998","0",NA,0.475,3.5,33.8,27.2,39,19.3,39.6,41.1,"Clinton",1,1996,2,46,"54"
"NorthCarolina",1999,0,33,"NC1999","0",NA,0.475,3.3,29.8,25.2,45,15.8,41.2,43,"Clinton",1,1996,2,45,"53"
"NorthCarolina",2000,0,33,"NC2000","1",0.435360030184969,0.475,3.7,37.5,26.9,35.6,17.9,39.5,42.6,"Clinton",1,1996,2,44,"54"
"NorthCarolina",2001,0,33,"NC2001","0",NA,0.4354,5.6,31.8,26.3,41.9,18.4,45.5,36.1,"Bush",2,2000,1,53,"36"
"NorthCarolina",2002,0,33,"NC2002","0",NA,0.4354,6.6,33.8,25.4,40.8,19.9,46.9,33.2,"GW Bush",2,2000,1,63,"36"
"NorthCarolina",2003,0,33,"NC2003","0",NA,0.4354,6.5,34.4,25.1,40.5,20,44.3,35.8,"GW Bush",2,2000,1,67,"31"
"NorthCarolina",2004,0,33,"NC2004","1",0.437580279981589,0.4354,5.5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,50,"36"
"NorthCarolina",2005,0,33,"NC2005","0",NA,0.4376,5.3,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,46,"51"
"NorthCarolina",2006,0,33,"NC2006","0",NA,0.4376,4.8,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,39,"58"
"NorthCarolina",2007,0,33,"NC2007","0",NA,0.4376,4.7,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,36,"61"
"NorthCarolina",2008,0,33,"NC2008","1",0.501659633000673,0.4376,6.3,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,36,"58"
"NorthDakota",1996,0,34,"ND1996","1",0.461,0.421,3.2,45,33.3,21.7,10.3,42.1,47.6,"Clinton",1,1992,1,36,"64"
"NorthDakota",2000,0,34,"ND2000","1",0.352726034293837,0.461,2.9,35.8,33.8,30.4,20.7,40.3,38.9,"Clinton",1,1996,2,52,"47"
"NorthDakota",2004,0,34,"ND2004","1",0.360906458500567,0.3527,3.5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,50,"41"
"NorthDakota",2005,0,34,"ND2005","0",NA,0.3609,3.4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,51,"46"
"NorthDakota",2006,0,34,"ND2006","0",NA,0.3609,3.2,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,47,"50"
"NorthDakota",2008,0,34,"ND2008","1",0.455712398079216,0.3609,3.2,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,34,"65"
"Ohio",1988,0,35,"OH1988","1",0.445,0.405,6.1,31.9,30.8,37.3,18.4,48.9,32.7,"Reagan",2,1984,2,51,"44"
"Ohio",1993,0,35,"OH1993","0",NA,0.512,6.7,29.9,28.5,41.7,22,47.6,30.4,"Clinton",1,1992,1,56,"34"
"Ohio",1994,0,35,"OH1994","0",NA,0.512,5.6,31,33.5,35.5,21.1,45.4,33.4,"Clinton",1,1992,1,50,"45"
"Ohio",1995,0,35,"OH1995","0",NA,0.512,4.9,31.3,34.9,33.9,18.6,47.4,34,"Clinton",1,1992,1,46,"46"
"Ohio",1996,0,35,"OH1996","1",0.536,0.512,5,27.6,32.7,39.7,18.1,46.7,35.2,"Clinton",1,1992,1,42,"58"
"Ohio",1997,0,35,"OH1997","0",NA,0.536,4.6,30.6,34.9,34.5,20.8,48.3,30.9,"Clinton",1,1992,1,58,"37"
"Ohio",1998,0,35,"OH1998","0",NA,0.536,4.3,31.2,33.2,35.6,19.6,44.7,35.8,"Clinton",1,1996,2,62,"34"
"Ohio",1999,0,35,"OH1999","0",NA,0.536,4.3,31.2,31,37.9,20.3,44,35.7,"Clinton",1,1992,1,56,"41"
"Ohio",2000,0,35,"OH2000","1",0.481815683390418,0.536,4,33.3,29,37.7,18.2,45.8,36,"Clinton",1,1996,2,56,"41"
"Ohio",2001,0,35,"OH2001","0",NA,0.4818,4.4,29.7,31.5,38.8,24.7,40.5,34.8,"GW Bush",2,2000,1,60,"29"
"Ohio",2002,0,35,"OH2002","0",NA,0.4818,5.7,34.8,28.6,36.6,21,42.6,36.4,"GW Bush",2,2000,1,71,"25"
"Ohio",2003,0,35,"OH2003","0",NA,0.4818,6.2,27.9,36.9,35.3,20,43,37,"GW Bush",2,2000,1,55,"43"
"Ohio",2004,0,35,"OH2004","1",0.489412559952108,0.4818,6.1,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,49,"49"
"Ohio",2005,0,35,"OH2005","0",NA,0.4894,5.9,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,36,"63"
"Ohio",2006,0,35,"OH2006","0",NA,0.4894,5.4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,34,"65"
"Ohio",2007,0,35,"OH2007","0",NA,0.4894,5.6,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,35,"64"
"Ohio",2008,0,35,"OH2008","1",0.523338407622541,0.4894,6.5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,29,"69"
"Oklahoma",1991,1,36,"OK1991","0",NA,0.416,6.2,29.2,16.8,54,14.1,39.4,46.4,"Bush",2,1988,1,76,"19"
"Oklahoma",1993,1,36,"OK1993","0",NA,0.444,6,29.4,17.6,53,20.8,39.1,40.1,"Clinton",1,1992,1,31,"67"
"Oklahoma",1994,1,36,"OK1994","0",NA,0.444,5.6,32.2,18.6,49.2,14.1,46.7,39.2,"Clinton",1,1992,1,30,"70"
"Oklahoma",1995,1,36,"OK1995","0",NA,0.444,4.6,34,16.8,49.1,14.9,44.4,40.8,"Clinton",1,1992,1,33,"67"
"Oklahoma",1996,1,36,"OK1996","1",0.456,0.444,4.2,32.3,19.5,48.1,14,45.5,40.5,"Clinton",1,1992,1,46,"49"
"Oklahoma",1998,1,36,"OK1998","0",NA,0.456,4.4,32.3,21.8,46,13.5,42.4,44,"Clinton",1,1996,2,59,""
"Oklahoma",1999,1,36,"OK1999","0",NA,0.456,3.6,34.7,19.1,46.2,20.3,42.2,37.5,"Clinton",1,1996,2,53,""
"Oklahoma",2000,1,36,"OK2000","1",0.389193287778811,0.456,3.1,35.2,18.8,46,17.1,42.8,40.1,"Clinton",1,1996,2,46,"52"
"Oklahoma",2001,1,36,"OK2001","0",NA,0.3892,3.7,37.1,18.1,44.8,14.6,39.3,46.1,"GW Bush",2,2000,1,89,"7"
"Oklahoma",2002,1,36,"OK2002","0",NA,0.3892,4.8,40.5,28.8,30.7,12.1,46.1,41.8,"GW Bush",2,2000,1,86,"10"
"Oklahoma",2005,1,36,"OK2005","0",NA,0.3443,4.5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,51,"46"
"Oklahoma",2006,1,36,"OK2006","0",NA,0.3443,4.1,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,45,"51"
"Oklahoma",2007,1,36,"OK2007","0",NA,0.3443,4.1,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,47,"47"
"Oklahoma",2008,1,36,"OK2008","1",0.343549188773065,0.3443,3.8,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,40,"56"
"Oregon",1994,0,37,"OR1994","0",NA,0.566,5.5,34.7,26.8,38.4,26.6,37.5,35.9,"Clinton",1,1992,1,48,"52"
"Oregon",1995,0,37,"OR1995","0",NA,0.566,4.9,32,39,29,16.9,46.4,36.7,"Clinton",1,1992,1,46,"54"
"Oregon",1996,0,37,"OR1996","1",0.547,0.566,5.6,28.3,29,42.8,20,49.1,30.9,"Clinton",1,1992,1,52,"48"
"Oregon",2000,0,37,"OR2000","1",0.502358919855306,0.547,5.1,35,30.7,34.4,23.2,40.8,35.9,"Clinton",1,1992,1,55,"39"
"Oregon",2002,0,37,"OR2002","0",NA,0.5024,7.6,30,29.2,40.8,32.2,40.2,27.6,"GW Bush",2,2000,1,50,"46"
"Oregon",2004,0,37,"OR2004","1",0.521086257744501,0.5024,7.3,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,45,"45"
"Oregon",2005,0,37,"OR2005","0",NA,0.5211,6.2,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,43,"54"
"Oregon",2006,0,37,"OR2006","0",NA,0.5211,5.3,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,37,"62"
"Oregon",2007,0,37,"OR2007","0",NA,0.5211,5.1,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,32,"65"
"Oregon",2008,0,37,"OR2008","1",0.584137211772272,0.5211,6.4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,32,"66"
"Pennsylvania",1994,0,38,"PA1994","0",NA,0.555,6.3,33.6,27.4,39.1,20.5,44.3,35.2,"Clinton",1,1992,1,46,"54"
"Pennsylvania",1996,0,38,"PA1996","1",0.552,0.555,5.4,36.5,22.9,40.6,17.4,50.2,32.4,"Clinton",1,1992,1,51,"49"
"Pennsylvania",1997,0,38,"PA1997","0",NA,0.552,5.1,36,22.5,41.4,19.3,49.3,31.4,"Clinton",1,1996,2,51,"49"
"Pennsylvania",1998,0,38,"PA1998","0",NA,0.552,4.6,33.2,25.4,41.4,20.2,47.1,32.7,"Clinton",1,1996,2,60,"40"
"Pennsylvania",2000,0,38,"PA2000","1",0.521484787168031,0.552,4.2,34.1,24.9,41,17.8,44.5,37.7,"Clinton",1,1996,2,57,"40"
"Pennsylvania",2002,0,38,"PA2002","0",NA,0.5215,5.6,34.7,26.7,38.6,26.7,43.3,30,"GW Bush",2,2000,1,68,"25"
"Pennsylvania",2003,0,38,"PA2003","0",NA,0.5215,5.7,36,23.9,40.1,20.3,46.6,33.1,"GW Bush",2,2000,1,67,"28"
"Pennsylvania",2004,0,38,"PA2004","1",0.512582820970624,0.5215,5.4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,51,"47"
"Pennsylvania",2005,0,38,"PA2005","0",NA,0.5126,5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,34,"62"
"Pennsylvania",2006,0,38,"PA2006","0",NA,0.5126,4.5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,39,"60"
"Pennsylvania",2007,0,38,"PA2007","0",NA,0.5126,4.4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,23,"77"
"Pennsylvania",2008,0,38,"PA2008","1",0.552297038154845,0.5126,5.4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,30,"70"
"RhodeIsland",1992,0,39,"RI1992","1",0.618459111227978,0.5567,8.8,15.5,52.1,32.4,40.3,40.2,19.5,"Bush",2,1988,1,16,"83"
"RhodeIsland",1993,0,39,"RI1993","0",NA,0.5567,7.9,22.8,41.7,35.6,28.8,46.5,24.7,"Clinton",1,1992,1,38,"38"
"RhodeIsland",1994,0,39,"RI1994","0",NA,0.5567,6.8,15.7,47.3,37.1,22.3,48.9,28.8,"Clinton",1,1992,1,34,"62"
"RhodeIsland",1995,0,39,"RI1995","0",NA,0.5617,6.2,16.6,60.7,22.7,32,45.6,22.4,"Clinton",1,1992,1,40,"59"
"RhodeIsland",1996,0,39,"RI1996","1",0.69,0.5617,5.3,9.3,56,34.7,17.7,63.1,19.1,"Clinton",1,1992,1,55,"45"
"RhodeIsland",1997,0,39,"RI1997","0",NA,0.5617,5.2,23.1,44.6,32.3,17,61.3,21.6,"Clinton",1,1996,2,52,""
"RhodeIsland",1998,0,39,"RI1998","0",NA,0.5617,4.6,10.4,53.7,35.9,23,41.9,35.1,"Clinton",1,1996,2,64,"33"
"RhodeIsland",1999,0,39,"RI1999","0",NA,0.4817,4.2,17.6,46.6,35.8,16.5,53,30.5,"Clinton",1,1996,2,69,"28"
"RhodeIsland",2000,0,39,"RI2000","1",0.656491160675993,0.4817,4.2,11.6,54.4,34,21.3,54.9,23.8,"Clinton",1,1996,2,64,"31"
"RhodeIsland",2002,0,39,"RI2002","0",NA,0.4817,5.1,5.7,53.1,41.2,30.2,41.3,28.5,"GW Bush",2,2000,1,75,"19"
"RhodeIsland",2003,0,39,"RI2003","0",NA,0.5588,5.4,7.7,65.2,27.2,21.2,55.1,23.7,"GW Bush",2,2000,1,45,"48"
"RhodeIsland",2004,0,39,"RI2004","1",0.605775105758781,0.5588,5.2,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,36,"63"
"RhodeIsland",2005,0,39,"RI2005","0",NA,0.5588,5.1,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,30,"69"
"RhodeIsland",2006,0,39,"RI2006","0",NA,0.5588,5,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,20,"77"
"RhodeIsland",2007,0,39,"RI2007","0",NA,0.6058,5.2,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,16,"80"
"RhodeIsland",2008,0,39,"RI2008","1",0.641981375091458,0.6058,7.8,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,11,"88"
"SouthCarolina",1994,1,40,"SC1994","0",NA,0.454,6,32.5,32.6,34.9,12.7,40.3,47,"Clinton",1,1992,1,30,"70"
"SouthCarolina",1995,1,40,"SC1995","0",NA,0.454,5.1,37.1,30.4,32.5,13.1,39.5,47.4,"Clinton",1,1992,1,32,"68"
"SouthCarolina",1996,1,40,"SC1996","1",0.469,0.454,5.6,28,34.4,37.6,16.9,43.6,39.6,"Clinton",1,1992,1,35,"65"
"SouthCarolina",1997,1,40,"SC1997","0",NA,0.469,4.4,34.2,31.8,34,16.9,37.5,45.6,"Clinton",1,1996,2,37,"63"
"SouthCarolina",1998,1,40,"SC1998","0",NA,0.469,3.6,35.4,29.9,34.7,21.4,43.3,35.3,"Clinton",1,1996,2,42,"58"
"SouthCarolina",2000,1,40,"SC2000","1",0.418469727665154,0.469,3.6,36.4,26.2,37.4,16.6,47.8,35.7,"Clinton",1,1996,2,50,"47"
"SouthCarolina",2005,1,40,"SC2005","0",NA,0.4136,6.7,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,44,"54"
"SouthCarolina",2006,1,40,"SC2006","0",NA,0.4136,6.3,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,39,"59"
"SouthCarolina",2007,1,40,"SC2007","0",NA,0.4136,5.6,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,70,"23"
"SouthCarolina",2008,1,40,"SC2008","1",0.454555708107909,0.4136,6.9,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,68,"29"
"SouthDakota",1994,0,41,"SD1994","0",NA,0.477,3.4,44.5,17.6,38,18.1,42.9,39.1,"Clinton",1,1992,1,44,"50"
"SouthDakota",1996,0,41,"SD1996","1",0.481,0.477,3.4,33.4,27.8,38.8,8.1,51,40.9,"Clinton",1,1992,1,40,"60"
"SouthDakota",1997,0,41,"SD1997","0",NA,0.481,3.1,46.4,29.1,24.5,14,53.8,32.2,"Clinton",1,1996,2,33,"67"
"SouthDakota",2000,0,41,"SD2000","1",0.383852874276261,0.481,2.7,45.7,20,34.2,12.4,43.9,43.7,"Clinton",1,1996,2,52,"46"
"SouthDakota",2002,0,41,"SD2002","0",NA,0.3839,3.3,38.2,32.6,29.2,12.9,46.8,40.3,"GW Bush",2,2000,1,67,"31"
"SouthDakota",2003,0,41,"SD2003","0",NA,0.3839,3.5,42,32.4,25.6,15.6,26.1,58.3,"GW Bush",2,2000,1,61,"39"
"SouthDakota",2005,0,41,"SD2005","0",NA,0.3909,3.6,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,44,"55"
"SouthDakota",2006,0,41,"SD2006","0",NA,0.3909,3.1,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,37,"60"
"Tennessee",1991,1,42,"TN1991","0",NA,0.418,6.6,35.6,30.5,33.8,18.4,42.2,39.5,"Bush",2,1988,1,83,"16"
"Tennessee",1993,1,42,"TN1993","0",NA,0.526,6,28.3,27.5,44.2,25.5,42.1,32.4,"Clinton",1,1992,1,48,"49"
"Tennessee",1994,1,42,"TN1994","0",NA,0.526,5.1,30.4,34.8,34.8,14.9,43.7,41.4,"Clinton",1,1992,1,40,"46"
"Tennessee",1995,1,42,"TN1995","0",NA,0.526,5.3,32.2,37.1,30.8,16,40,44.1,"Clinton",1,1992,1,30,"70"
"Tennessee",1996,1,42,"TN1996","1",0.513,0.526,5.3,28.7,33,38.3,14.9,48.9,36.2,"Clinton",1,1992,1,49,"51"
"Tennessee",2000,1,42,"TN2000","1",0.48037133214821,0.513,4,26.8,37.9,35.3,19.8,41.6,38.7,"Clinton",1,1996,2,50,"47"
"Tennessee",2002,1,42,"TN2002","0",NA,0.4804,5.3,32.3,33.2,34.5,21.1,47.6,31.4,"GW Bush",2,2000,1,61,"28"
"Tennessee",2003,1,42,"TN2003","0",NA,0.4804,5.7,35,27.5,37.5,13.1,42.4,44.5,"GW Bush",2,2000,1,61,"38"
"Tennessee",2004,1,42,"TN2004","1",0.428145545452593,0.4804,5.4,NA,NA,NA,NA,NA,NA,"GW Bush",2,2000,1,53,"39"
"Tennessee",2005,1,42,"TN2005","0",NA,0.4281,5.6,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,43,"52"
"Tennessee",2006,1,42,"TN2006","0",NA,0.4281,5.2,NA,NA,NA,NA,NA,NA,"GW Bush",2,2004,2,37,"61"
